,Sentence,Label
3681,Hayat gerçekten çok garip ya şaşırtıcı. Mesela dün kupa bardakla çay içiyordum bugün ince belli bardakla,surpriz
3682,"Aaa altı üstü bir mesaj yazacağım, ne yazacağımı şaşırdım.",surpriz
3683,"Bakın burda fırtına öncesi sessizlik hakim , korkuyorum",korku
3684,Günübirlik Kırşehir’e gidip arkadaşlarıma sürpriz yaptım. Tabi herkes şok! Çok güzel bir rüyaydı,surpriz
3685,"Geçen gün izlemiştim, inanılmaz güzel ve şaşkınlık verici. ",surpriz
3686,Şaşkınlık verici... Şampiyonlar liginde rakiplerine kök söktüren takımın bu kadar kötü oynamasını şaşkınlıkla izliyorum..,surpriz
3687,Osmanlının puanını yediler. Kayseriye çalınan penaltı çok komik bence.,mutlu
3688,"İnanmıyorum daha yazın açıktı, ben oraya ilk senle gitmiştim bebeğim",surpriz
3689,Gratise girdim baba çok pişmanım,üzgün
3690,Uzun zaman sonra gelen yeni Matsuda ve Junko fanartlarına epey sevindim çok tatlılar,mutlu
3691,gizem bana küstü zannetmiştim çok korktum allahtan küsmemiş yeniden doğmuş gibiyim,korku
3692,Bunu 11 dakikada yaptığıma inanamıyorum ?? ,surpriz
3693,Gelecek için çok endişeliyim ama çaba gösteremiyorum.,korku
3694,Abim öğretmen seni gerizekalı. Prim kasmak yerine bana sorsaydın söylerdim,kızgın
3695,midemi bozmuşum çok mutsuzum,üzgün
3696,Zafer bayramımız kutlu olsun Bugün hepimiz için gelecek güzel günlerin başlangıcı olsun ,mutlu
3697,Ne de güzel sürpriz yaparmış,surpriz
3698,Ya artık evlende kurtulayım şu stalk işinden yeter bıktım,üzgün
3699,Herkes hak ettiğini yaşıyorsa eğer ben kime ne yaptım da mutsuzum.,üzgün
3700,Aaa Serkan da benim gibi resim konusunda yeteneksizmiş ,surpriz
3701,Yeni yıl sana yeni yıl bana yeni yıl bize kutlu olsun,mutlu
3702,"Çok uzun süredir yapmam gereken ama cesaret edemediğim bir şey vardı. Sonunda yapabildim, başardım ve çok mutluyum ! İyi geceler :) ",mutlu
3703,Sinirden delireceğim,kızgın
3704,"Kadını biri bayıltmaya çalışıyor gibi geldi, ürkütücü. Kendinden vazgeç, bayıl der gibi.",korku
3705,Dişini fırçalamayan tırnak bakım saç bakımı yapmayan ve kokan insanlardan nefret ediyorum.,kızgın
3706,Gözümde büyüttüğüm her şey için çok pişmanım aklı olan gözünde büyütmesin,üzgün
3707,her şeyi arkamda bıraktım sanarken hiçbir şeyin yakamı bırakmadığını fark etmek bana da sürpriz oldu açıkçası,surpriz
3708,Kaza geçirdiğin yerde öldün sandım çok korktum naptınız ya,korku
3709,"Keşke tüm umutlarımı kaybettiğim anda bir mucize olsa, mesela tam şu an.",üzgün
3710,50 den sonra kadınları anlamak daha zor bence amcalara ve babama üzülüyorum ,üzgün
3711,"Ben çok korktum, sende korktun mu? Ama biliyordum geleceğeni hep! ",korku
3712,"Cidden şoktayım gök yarılıyor, bu ne yağmur",surpriz
3713,Sporda yıldız tilbe dinliyorum o kadar umutsuzum işte,üzgün
3714,İlk defa kilo aldığıma sevindim,mutlu
3715,Piyasa uzmanları endişeli.. Ekonomi iyi gitmiyor ,korku
3716,Elit bir semtte oturmasam sokağa çıkıp bağıra bağıra küfür edeceğim sinirim bedenime sığmıyor..,kızgın
3717,Site toplantısına oğlumu yolladım sinir küpü olmuş bir şekilde geldi ,kızgın
3718,Almanlar Türk olduğuma inanamıyor. Ben şok.,surpriz
3719,Bu tarz sessiz sakin havalardan nedense korkuyorum fırtına öncesi sessizlik gibi ,korku
3720,Çok sinirliyim kızgınım öfkeliyim yazıklar olsun alayina son 8 haftada galibiyet alamadık,kızgın
3721,Oha türkçe destekleri bile var ,surpriz
3722,Böyle denk gelişler olmasa keşke,üzgün
3723,Sesini özledim diye arayabilmek isterdim mesela.,üzgün
3724,Kız çok o kadar sakin konuşuyor ki harbi irkildim,korku
3725,Güne iki espressoyla başlayarak kalbime minik bi sürpriz yaptım. Ritmi bozuldu.,surpriz
3726,Tarkanın baba oluyorum videosunu sessiz izleyince korku filmi gibi oluyor.,korku
3727,Bu devirde şaşırmak da mı fitneymiş. Şaşırdım bak sen şu işe,surpriz
3728,Yine bir hüzün kapladı içimi,üzgün
3729,hobi yayında sürekli öksürüyor acayip endişelendim,korku
3730,Okula rimelim akmış bi şekilde gittim zombi gibiydim amq ben bile kendimden korktum,korku
3731,Ben şok vallahi erkek olsam döner şu kıza bir bakarım bu ne romantikliktir böyle,surpriz
3732,Değil 4 yıl çok uzun yıllar bu formayı giymek ve başarılar yaşamak nasip olur inşallah Allah'ım utandırmasın ,mutlu
3733,Şaşkınlık verici; insanların hiç şaşırtmaması,surpriz
3734,Yalnız sınav efsaneydi ben baya baya eğlendim. O kadar eğlendim ki süre nasıl geçti anlamadım! ,mutlu
3735,kuş fobim var ama evde kuş yaşıyor?,korku
3736,Kardeşim Doğum günün kutlu olsun. Ailenle birlikte nice sağlıklı mutlu yaşların olsun,mutlu
3737,Yoruldum. Yıprandım. Tükendim. Ben bu sefer harbi bittim.,üzgün
3738,birazdan size sürpriz bir şey atacağım akıştan ayrılmayın,surpriz
3739,"Neden hep çok kızgınım, neden hep bu kadar bağırmak istiyorum. Neden?",kızgın
3740,Askerim bana sürpriz yaptı bin şükür varlığına,surpriz
3741,"Herşeyi anlarım da şu ""misin""i nasıl bitişik yazabiliyorsunuz şaşırtıcı",surpriz
3742,Oha daha yeni doğacak çocuğuna ferrari giydirecek çıldırıyorum,surpriz
3743,Of çok sinirleniyorum ya yine bir top sinir küpü oldum,kızgın
3744,"Kurban Bayramımız mübarek olsun, Herkese mutlu huzurlu barış dolu bir bayram dilerim ",mutlu
3745,Evet sizi bırakıp Mobile legends oynayıp küfür edeceğim ama geri gelicem,kızgın
3746,annemin damadını beğenmesi hoşuma gitti ,mutlu
3747,Bütün gece uyumayıp Çukurun son 4 bölümünü bitirmem açıkçası bana da sürpriz oldu,surpriz
3748,Bugün izlediğim en güzel story özge özpirinçci'nin. Çok eğlendim,mutlu
3749,Eski günlük sayfalarımı okuyup hayatımın bu kadar kısa sürede nasıl bu kadar değiştiğine şaşırdım,surpriz
3750,Feyza bir aşktır onu seviyoruz ,mutlu
3751,Ay tükendim nokta. Vizeler tükenmedi tükenmez kalem bile tükendi,üzgün
3752,Beni halı saha maçına çağırdılar yaşasın defansların efendisi vezirin geri dönüşü,mutlu
3753,"Herşeye ve herkese kızgınım, sebebini bilmiyorum..",kızgın
3754,İyi ki böyle güzel hayatlara rolünuüzle can vermişsiniz. Teşekkürler ,mutlu
3755,Misafir gelmesinden nefret ediyorum amk,kızgın
3756,Es es bandosu çok iyi ya bütün marşlar ağzıma takıldı sayelerinde ,mutlu
3757,Allah'ım şu uçuğa ne iyi gelir bilen var mı çıldıracağım,kızgın
3758,Aaa bu şey değil mi eski sevgilim,surpriz
3759,Devamında 5929 altına inerse buyrun cenaze namazına diyecek diye endişelendim,korku
3760,"Ayakta gittiğim dolmuşta şoför emniyet kemerini takmamış, endişelendim",korku
3761,Konyaspor altıpasta 6 pas yaptı şaştım kaldım.,surpriz
3762,Müebbet yazar diye korktum o yüzden denemedim kanka,korku
3763,Evet anne siz şimdi beni salondan çıkardınız ya ben hiç anlamadım pasta getireceğinizi aaa sürpriz oldu pasta mı aldınız çok şaşırdım,surpriz
3764,10 günlük tatilimi ayaşta geçircem ne kadar da eğlenceli,mutlu
3765,Kendimi burada bulmaktan korkuyorum ,korku
3766,Dilerim can kaybı yoktur. Maç çıkışı yaşanan bu patlama ürkütücü. Büyük geçmiş olsun.,korku
3767,Allah'ım 1 tlye oje aldım hala inanamıyorum ?? ,surpriz
3768,O kadar mutsuz o kadar korkağım ki kendime çok kızıyorum ,kızgın
3769,Bugün işe giderken çok sevinçliyim. Çünkü İstiklal Caddesi yeşillendi. ,mutlu
3770,Üniversitenin itiraf sayfasında az önce tam olarak kendimi selfie çekiyordum cümlesini okudum. Korkunçtu.,korku
3771,Sen mi yaptım yok artık inanmam hazır almışsındır :)))) ne bunlar,surpriz
3772,Sinir küpü olduğum tek kelimelik mesajdan anlaşılıyor ,kızgın
3773,Muslera ya bu formuyla oldukça kızgınım çok kötü 1 senedir çok kötü.,kızgın
3774,18 sayı 10 ribaund 5 asist Simmons. Yani şu adam varken roy tartışmalarının dönmesi epey komik.,mutlu
3775,Şu birkaç gündür aşırı derecede sinirliyim sebepsizce,kızgın
3776,Gazi Şehrimizin 97 Yıllık Onur Günü kutlu olsun! ,mutlu
3777,Zaten 10 da sınavım var sinirliyim agresifim,kızgın
3778,birinin telefonu çalınca neden ben geriliyorum acaba lütfen herkes sessize alsın ben korkuyorum,korku
3779,Lütfen artık sabah olsun çünkü karanlık fobim var,korku
3780,Ya nasıl pislik arkadaşlara sahibim yemin ederim düşündükçe kafayı yiyeceğim,kızgın
3781,Bezdim bencil tavırlarınızdan ya gitmek istiyorum artık,üzgün
3782,Şu bet sesimi beğenen bir kaç insan var hayret ettim,surpriz
3783,sabah şekeri olamayacak bu twitler üzgünüm. zaten dünya böyle bir yer.,üzgün
3784,Yarın eve gidicem mutluyum huzurluyum,mutlu
3785,Şu lise bitsin kurtulalım dediğim günler için çok pişmanım,üzgün
3786,korkuyorum titriyorum üşüyorum,korku
3787,Rüya gibi gibiydi. Sonra kabus oldu. Uyanmam lazım.,korku
3788,Bir yiğidi daha kaybettik başımız sağolsun... ,üzgün
3789,Her sene kurtulcam bu şehirden demekten ben yoruldum. Bir sal artık beni ya. Bu son kış olsun yeter.,üzgün
3790,Şu rezil feneri bu kadroyla yenemedin defol git rıza defol..,kızgın
3791,Kafam içine sığmadı çok mutsuzum.,üzgün
3792,"Nijerya'da bombalı saldırı: 10 ölü, 30 yaralı ",korku
3793,Alışverişe çıktım çok mutluyum .. tek mutluluk kaynağım :)) ,mutlu
3794,Geçen hafta peşpeşe 3 gün kabus gördüm şükür ki balık hafızalıyım içeriğini hatırlamıyorum ama içimde bir şeylere karşı korku hissi var,korku
3795,güzel burunlu ve iyi kalpli insanları koruma derneği açıyorum bu ilk girişimcilik deneyimim olacak çok heyecanlıyım,mutlu
3796,ya kızım bu ne özgüven şimdi küfür edeceğim sabrımı zorlama,kızgın
3797,Odadaki yeni kız beni sinir ediyor aslında şu an sadece uyuyor ama sinir oluyorum,kızgın
3798,Kabus görmüş sanırım. Sebebini şu diye düşünüyorum dün biz nidaya gittik ve 5 6 saat evde kimse yoktu ondan korkmuş olabilir,korku
3799,Vallahi bu gıybeti kimle yapıcam bilmiyorum ama ben şok ben iptal şu an,surpriz
3800,Ve en çok dolu buzdolabına şaşırıyorum aaa para ödemeden yiyebileceğim şeyler diyorum,surpriz
3801,30 dakika sonra hattım aramaya kapanıyor kafayı yiyeceğim gelsin şu perşembe günü avans alayım,kızgın
3802,Karton bardaktan ince belliye geçmişler fiyat arttı diye korkuyorum ,korku
3803,An itibari ile yıkılmış ve bitmiş durumdayım,üzgün
3804,Murat çok üzdün beni ağlayacağım şimdi,üzgün
3805,Gizli tanığı gece rüyamda görsem korkarım ürktüm,korku
3806,Yok bunu kimse beklemiyordu herkese sürpriz oldu ??,surpriz
3807,Fotoğrafta dolmuş gözlerini hissettim çok kötü oldum,üzgün
3808,Sela sesiyle uyanmak kadar ürkütücü birşey yok.,korku
3809,Civarda oturan birini daha buldum ve şoktayım. ,surpriz
3810,"Kadir Akaras beyin babası vefat etmiş, Allah sabırlar versin, Kadir beye başsağlığı diliyorum.",üzgün
3811,Tuvalet çok ürkütücü bir oda. Hele ki aynası... çok korkunçlu bir oda,korku
3812,"Yepyeni ve eğlenceli videomuz yayında, buyrun seyredelim :) ",mutlu
3813,Kızıma sürpriz en çok sevdiği yemeklerden birini yaptım yanına da lahana ve maydanoz turşusu,surpriz
3814,Bugün fazla eğlendim galibam şimdi güzel bir çay keyfi iyi gelir,mutlu
3815,Allah kimseyi gerizekalı insanlarla sınamasın,kızgın
3816,Çok agresifim karşıma çıkanın ağzına vurasım var,kızgın
3817,Güzel bir sürpriz için uygun bir gün..,surpriz
3818,Moralim bozuk ve kalbim hiç olmadığı kadar kırık,üzgün
3819,Az önce BlackPink house'un üzerine düşüyordum çok korkutucuydu,korku
3820,Tokat'lım da sürpriz yaptı,surpriz
3821,millet uyurken kabus görür benimki uyanınca başlıyor,korku
3822,"Yaratıcı sorular. Çözerken eğlendik, yazanlar nasıl eğlendiler acaba. Kimin aklına geldiyse tebrik etmek lazım.",mutlu
3823,"Hemen dibimde patlama oldu ve asıl ürkütücü olan, uzakta da olsa korkulacak şey dibimde olunca bile sıradan gelmeye başladı.",korku
3824,Fragman tam da beklediğim gibiydi Ama Ali kısmına şaşırdım sadece,surpriz
3825,"Sarhoşken kendime dövme randevusu almışım, bana da sürpriz oldu.",surpriz
3826,Keşke beni senden vazgeçmek zorunda bırakmasaydın.,üzgün
3827,Yuh yuh Tae Selena Gomez'den hoşlandığını mı söylemiş??? bir dakika bir dakika ben bunu yeni öğreniyorum ay ben şok ben iptal,surpriz
3828,"geçen gün kuşadası'na gitme şansım oldu çok beğendim, muazzam bi yer",mutlu
3829,Sakin kalmaya çalıştıkça günden güne artan öfkemden nefret ediyorum.,kızgın
3830,Son üç vize çok sevinçliyim; bekleyin beni canım dizilerim... ,mutlu
3831,"Anlatmayı sevmiyorum, anlayanı seviyorum.",mutlu
3832,Trabzonspor küme düşer mi oğlum mal mısın sen?,kızgın
3833,Size babamın hediyesini söylemedim di mi unutmuşum ya yalnız baya sürpriz oldu bir geldi elinde iPhone 7 Plus ,surpriz
3834,Ay Onur beey sizi o kadar iyi anlıyorum ki benim de düdüklü tencere fobim var,korku
3835,İstanbul'a dönüş yapıyorum. İki gün boyunca Trabzon'da çok güldüm çok eğlendim.,mutlu
3836,Oha demek sigara içiyosun ne kadar havalı,surpriz
3837,Yaşasın Ege Üniversitesi Makina Mühendisliği ,mutlu
3838,Dizilerde içki görüntüsünu bulanıklaştıran RTÜK sizin beyniniz bulanmış gece gece sinirlendim yine ,kızgın
3839,Heijan gözaltına alınmış çok moralim bozuk.,üzgün
3840,Mutsuzum ve çok hastayım güldür beni doktor,üzgün
3841,Grip olup yanlışlıkla kilo verdim hüzünlüyüm bu utancı akşam tiramisu yiyerek atlatacağım ,üzgün
3842,Arkamda bıraktıklarıma dönüp bakmaya korkuyorum,korku
3843,"Yarın üç sınavım var, annem babam bana çeyiz bakıyor Ben şok.",surpriz
3844,Ölüden değil diriden kork diyorsun da hayalet görsen korkmayacaksın sanki.,korku
3845,"Anam beni zorla akraba ziyaretine götürüyor, üzgünüm",üzgün
3846,Evet verenlerin ulusal egemenlik bayramını kutlaması lol ,mutlu
3847,Gerçekten mont giymekten nefret ediyorum taşıyamıyorum abi ben o montu cidden yoruluyorum çok sinirlendim gerçekten,kızgın
3848,Biriniz yüzünden hepinize duvarlar ördüm. Üzgünüm.,üzgün
3849,kızın biri bot giymiş kollar göbek falan açık şaşkınlık verici bir durum,surpriz
3850,İnsan hala bazı şeylere hayret ediyor,surpriz
3851,Kimse sana güvenmiyor. Herkes senden nefret ediyor. Yeryüzündeki hastalıksın sen.,kızgın
3852,Duman ve grup yorum şarkılarıyla ameliyat oldum local anestezide eğlenen tek insan benim herhalde :D ,mutlu
3853,Çok yakın bir aile dostumuzun oğluydu ve çok korktum gerçekten of sanırım bi 10 yıl yaşlandım,korku
3854,O değilde ablam ilk defa twitlerimi beğendi hayret ettim,surpriz
3855,"Of bu sabah kimse mesaj atmamış günaydın falan filan diye, kırgınım",üzgün
3856,ya babam bana kulaklık aldı teşekkür ederim baba seni seviyorum,mutlu
3857,Biri beni alsın dışarda sıkıldım artık,üzgün
3858,Bakın az önce bir miras davasından haberim oldu ve açıkçası şok oldum.. ,surpriz
3859,Yemin ederim açılacaktım ucundan döndüm yine korktum yapamadım gitti konuşalım dedim tamam dedi ama gidemedim ben,korku
3860,Nasıl bir sinir küpüyüm şu an var ya bir dersi almam bir dk sürüyor,kızgın
3861,"Çok özledim ama uzak durmak zorundayım, bu acıyı bilemezsin.",üzgün
3862,"5-1, hiç beklenmiyordu, sürpriz oldu.. yerli hoca + gücünü de gösterdi",surpriz
3863,Ateist gibi davranma mal kendine gel,kızgın
3864,Telefonuma kavuştum çok mutluyum,mutlu
3865,Ben takip atıyorum siz GT atmıyorsunuz ve ben size sövüyorum,kızgın
3866,Bugün birisi yüzüm olmasa yakışıklı olacağımı söyledi kırgınım,üzgün
3867,Sen antranör değilsin aykut kocaman defol git,kızgın
3868,istanbulda 30dk yalnız kaldım korktum köylü olduğum için,korku
3869,Boşversene ben her türlü mutluyum :),mutlu
3870,"Bilmelisiniz ki; engeller gözlerinizi hedeften ayırdığınız zaman, gördüğümüz o ürkütücü şeylerdir.",korku
3871,gök gürlüyor ve ben evde tek başımayım bu benim için korku filmi gerilim 9.9,korku
3872,Tabiki :) aniden olunca bir de çok güzel bir sürpriz oldu benim için buna da şükür,surpriz
3873,nasıl böyle saniyeler içinde bütün hesaplardan engel atabiliyosunuz hayret ediyorum,surpriz
3874,Aslına bakarsan bir çok şeyden yoruldum mesela kendimden,üzgün
3875,Bir karede sınav kağıdımdan daha beter görüntüler korkunç bir şey bu ,korku
3876,27 kasim Dünya Drama günümüz kutlu olsun ,mutlu
3877,Ben de kesinlikle aksine öfkeleniyorum inceden.,kızgın
3878,"Bir vakit ağladığın için, kalbine hüzün gölge etmesin diye, ne çok uğraştım ",üzgün
3879,Bugün benim doğum günüm 21 de bitti ,mutlu
3880,"Kavgalar, gürültüler, sinir krizleri, geçirilen nöbetler, kırılan eşyalar, küfürler, hakaretler... . Saymakla bitmez.",kızgın
3881,of çok bunaldım böyle durumlarda ne yapcağımı hala bulabilmiş değilim,üzgün
3882,"Her 100 Cumhuriyetçi partiliden 63'ünün ""evet gazeteciler bu milletin düşmanıdır"" demesi... Şaşkınlık verici! ",surpriz
3883,Ne ara şehirler arası uber kullanacak kadar elit olduk şoktayım,surpriz
3884,Patetes cipsi dünyada karşı koyamadığım tek yiyecek. Çok kötüyüm şu an,üzgün
3885,Yağmuru seviyorum ama şu şemsiye kullanmayı sevemedim.,mutlu
3886,Soy ağacıma baktım resmen Ortacalıymışız kabus gibi bunu nasıl sildirebiliyoruz,korku
3887,Taehyunga yapılan sakız meselesine o kadar sinirliyim ki anlatamam,kızgın
3888,Hayaller hep ürkütücü oldu.. ne zaman neyin güzel olacağını hayal etsem hep olduğundan daha kötüsü oldu... ,korku
3889,"deneme sınavlarından, deneme sınavlarından sonra gelen nasıl geçti sorusundan ama en çok senden nefret ediyorum",kızgın
3890,Bugün nişan var işte yine asosyalliğimden ödün vermiyorum harika hissediyorum falan,mutlu
3891,Onur belgesi alıyorum sevinçliyim,mutlu
3892,Neye inanacağıma kime inanacağıma şaşırdım,surpriz
